Company Name,Ticker,Location,Location Type,Sales,SIC,URL,Phone Number,Description
AZSCO TECHNOLOGY INC,,ARIZONA(USA),Single Location,$0,36799903,,(928) 776-4994,
AZTEC INDUSTRIES INC,,ARIZONA(USA),Single Location,$0,36790500,,,
"AZTEC INDUSTRIES, INC.",,ARIZONA(USA),Single Location,$0,36790500,,(480) 833-3131,
B & E ENTERPRISES,,ARIZONA(USA),Single Location,$0,36740000,,(623) 842-2176,
B J P INC,,ARIZONA(USA),Single Location,$0,36799915,,(480) 513-6305,
"BALANCE OF SYSTEMS SPECIALISTS, INC.",,ARIZONA(USA),Single Location,$0,36740305,,(602) 948-8003,
BALDWIN TECHNOLOGIES INC,,ARIZONA(USA),Single Location,$0,36720000,,(480) 539-4400,
BECKMAN INSTRUMENTS INC,,ARIZONA(USA),Single Location,$0,36710000,,(602) 947-8371,
"BENCHMARK ELECTRONICS PHOENIX, INC.",,ARIZONA(USA),Branch,$0,36720000,WWW.BENCH.COM,,
"BENCHMARK ELECTRONICS PHOENIX, INC.",,ARIZONA(USA),Branch,$0,36799905,WWW.BENCH.COM,(602) 789-6600,
"BENCHMARK ELECTRONICS PHOENIX, INC.",,ARIZONA(USA),Branch,$0,36720000,WWW.BENCH.COM,,
"BENCHMARK ELECTRONICS, INC.",,ARIZONA(USA),Branch,$0,36720000,WWW.BENCH.COM,(602) 333-3612,
"BENCHMARK ELECTRONICS, INC.",,ARIZONA(USA),Branch,$0,36720000,WWW.BENCH.COM,(979) 849-6550,
"BENCHMARK ELECTRONICS, INC.",,ARIZONA(USA),Branch,$0,36790100,WWW.BENCH.COM,(480) 968-1647,
"BIANCHI, RETO",,ARIZONA(USA),Single Location,$0,36779902,,,
BLACK BOX TECHNOLOGIES,,ARIZONA(USA),Single Location,$0,36790100,,(602) 331-8499,
BOLD TECHNOLOGIES,,ARIZONA(USA),Single Location,$0,36740000,,(480) 968-4380,
BOWMAR/ARIZONA INC,,ARIZONA(USA),Single Location,$0,36790100,,(602) 945-4564,
BRADSHAW ELECTRONIC PROFESSIONALS INC,,ARIZONA(USA),Single Location,$0,36790303,,(520) 728-0302,
BRITE FLIGHT AVIATION INC,,ARIZONA(USA),Single Location,$0,36790100,,(623) 582-1710,
"BRITEPOINTE, INC.",,ARIZONA(USA),Single Location,$0,36740103,,,
BROADCOM CORPORATION,,ARIZONA(USA),Single Location,$0,36740000,,(480) 753-2269,
BROADCOM CORPORATION,,ARIZONA(USA),Branch,$0,36740200,WWW.BROADCOM.COM,,
BROCADE COMMUNICATIONS SYSTEMS LLC,,ARIZONA(USA),Branch,$0,36740000,WWW.BROADCOM.COM,,
BROCADE COMMUNICATIONS SYSTEMS LLC,,ARIZONA(USA),Branch,$0,36740000,WWW.BROADCOM.COM,,
BROOKS AUTOMATION INC,,ARIZONA(USA),Single Location,$0,36740000,,(480) 303-9051,
BRUCE M & PAMELA J STULL,,ARIZONA(USA),Single Location,$0,36790300,,(520) 776-4449,
BTW & ASSOC,,ARIZONA(USA),Single Location,$0,36720000,,(480) 423-3185,
BUD ELECTRONICS & ENGINEERING,,ARIZONA(USA),Single Location,$0,36720000,,(602) 860-1940,
BURR ELECTRONICS,,ARIZONA(USA),Single Location,$0,36720000,,(602) 265-5769,
BURR-BROWN CORPORATION,,ARIZONA(USA),Single Location,$0,36740000,,(520) 623-9801,
"CA, INC.",,ARIZONA(USA),Branch,$0,36740000,WWW.BROADCOM.COM,,
"CA, INC.",,ARIZONA(USA),Branch,$0,36740000,WWW.BROADCOM.COM,,
CACTUS ENGINEERING INC,,ARIZONA(USA),Single Location,$0,36799905,,(602) 894-6503,
"CADENCE TECHNOLOGIES, INC",,ARIZONA(USA),Single Location,$0,36799905,,(520) 882-0066,
CALEDONIA TECHNOLOGY INC,,ARIZONA(USA),Single Location,$0,36770000,,(480) 998-2591,
CALIFORNIA MICRO DEVICES CORPORATION,,ARIZONA(USA),Single Location,$0,36740200,,(480) 921-6528,
"CAMILLE BAUER, INC",,ARIZONA(USA),Single Location,$0,36749910,,(602) 345-6300,
"CAMTECH ELECTRONICS, LLC",,ARIZONA(USA),Single Location,$0,36720000,WWW.CAMTECHELECTRONICS.COM,(480) 471-5600,
CANYON ELECTRONICS INC,,ARIZONA(USA),Single Location,$0,36740201,,(602) 944-4421,
CARD SYSTEMS INC,,ARIZONA(USA),Single Location,$0,36780000,,(602) 943-1373,
CATALYST SEMICONDUCTOR,,ARIZONA(USA),Single Location,$0,36740000,,(480) 844-3800,
CELERITY GROUP INC,,ARIZONA(USA),Single Location,$0,36740000,,(480) 893-6600,
CELESTICA CORPORATION,,ARIZONA(USA),Single Location,$0,36790100,,(970) 207-5435,
CELESTICA LLC,,ARIZONA(USA),Branch,$0,36790100,WWW.CELESTICA.COM,(520) 469-1022,
"CENTRAL DRILLING, INC",,ARIZONA(USA),Single Location,$0,36720000,,,
CENTURY III CORP,,ARIZONA(USA),Single Location,$0,36759901,,(520) 792-1987,
CERTACHIP TECHNOLOGY LLC,,ARIZONA(USA),Branch,$0,36740000,,(480) 370-9137,
"CHAMBERLAIN GROUP, INC",,ARIZONA(USA),Single Location,$0,36780000,,(520) 761-5546,
CHEMTEK EXTALS INC,,ARIZONA(USA),Single Location,$0,36790403,,(602) 935-4829,
CHIIH TO INDUSTRIES INC,,ARIZONA(USA),Single Location,$0,36790100,,(928) 688-2211,
CIRCUIT BOARD CONSORTIUM,,ARIZONA(USA),Single Location,$0,36720000,,(602) 438-7487,
CIRCUIT BOARD SPECL,,ARIZONA(USA),Single Location,$0,36779904,,(520) 886-1165,
CIRCUIT BOARDS UNLIMITED INC,,ARIZONA(USA),Single Location,$0,36720000,,(602) 940-8074,
CIRCUIT COMPONENTS INC.,,ARIZONA(USA),Single Location,$0,36750000,,(480) 967-0624,
CIRCUIT COMPONENTS INC.,,ARIZONA(USA),Single Location,$0,36750000,WWW.CCI-MSC.COM,(480) 888-5774,
"CIRCUIT EXPRESS, INC",,ARIZONA(USA),Single Location,$0,36729901,WWW.CIRCUITEXPRESS.COM,(480) 966-5894,
"CIRCUIT SOURCE, INC.",,ARIZONA(USA),Single Location,$0,36720000,,(480) 967-7090,
"CIRCUIT TECHNOLOGY, INC.",,ARIZONA(USA),Single Location,$0,36720000,,(602) 268-0765,
CIRCUIT WORKS CORPORATION,,ARIZONA(USA),Branch,$0,36720000,WWW.CWCEMS.COM,(520) 364-3154,
"CIRRUS LOGIC, INC",,ARIZONA(USA),Single Location,$0,36740200,,(480) 777-2475,
"CIRRUS LOGIC, INC.",,ARIZONA(USA),Branch,$0,36740200,WWW.CIRRUS.COM,(602) 533-2000,
"CIRRUS LOGIC, INC.",,ARIZONA(USA),Branch,$0,36740202,WWW.CIRRUS.COM,,
CLASSIC COIL WINDING INC,,ARIZONA(USA),Single Location,$0,36770000,,(520) 364-3436,
CLIFFORD MANUFACTURING INC,,ARIZONA(USA),Single Location,$0,36740000,,,
"CMC WIRELESS COMPONENTS, INC.",,ARIZONA(USA),Single Location,$0,36790100,WWW.CMCLABORATORIES.COM,(480) 496-5000,
CMOX TECHNOLOGY INC,,ARIZONA(USA),Single Location,$0,36740000,,(480) 776-6901,
"COATES-ASI, INC.",,ARIZONA(USA),Single Location,$0,36720000,,(602) 276-7361,
"COCHLEAR TEMPE, LLC",,ARIZONA(USA),Single Location,$0,36720000,,(303) 264-2427,
COGNITIVE TECHNOLOGIES CORPORATION,,ARIZONA(USA),Single Location,$0,36710000,,(602) 948-0570,
COLEXON CORP.,,ARIZONA(USA),Single Location,$0,36740305,,(480) 366-5955,
"COMM, INC",,ARIZONA(USA),Single Location,$0,36740000,,,
"COMPASS TECHNOLOGY, INC",,ARIZONA(USA),Single Location,$0,36790100,,,
COMPOUND SEMICONDUCTOR MATERIA,,ARIZONA(USA),Single Location,$0,36790000,,(602) 961-7502,
COMPTRONIX CORP,,ARIZONA(USA),Single Location,$0,36720000,,(520) 573-1216,
COMTEC INDUSTRIES INC,,ARIZONA(USA),Single Location,$0,36780000,,(480) 483-1609,
COMTEL CORPORATION,,ARIZONA(USA),Single Location,$0,36790100,,(480) 481-0592,
COMTRONICS CORPORATION,,ARIZONA(USA),Single Location,$0,36720000,,(602) 968-4154,
"CONEXANT SYSTEMS, INC.",,ARIZONA(USA),Single Location,$0,36740000,,(623) 581-0884,
CONTEK TECHNOLOGY INC,,ARIZONA(USA),Single Location,$0,36780000,,(602) 922-3258,
CONTINUUM POWER INC,,ARIZONA(USA),Single Location,$0,36790303,,(520) 794-7542,
CONTRACT ASSEMBLY INC,,ARIZONA(USA),Single Location,$0,36790100,,(602) 581-1652,
"CONTRACT MANUFACTURING SERVICE, INC.",,ARIZONA(USA),Single Location,$0,36799905,WWW.CONTRACT-MANUFACTURERS.ORG,(602) 253-4744,
CONTROL DYNAMICS INC,,ARIZONA(USA),Single Location,$0,36790100,,(602) 258-0723,
CONVERGENT BROADBAND,,ARIZONA(USA),Single Location,$0,36740000,,(520) 421-0842,
CONVERGENT BROADBAND COMM,,ARIZONA(USA),Single Location,$0,36740000,,(623) 848-1982,
CONVERGENT TECHNOLOGIES,,ARIZONA(USA),Single Location,$0,36740000,,(602) 938-9137,
CORDATA,,ARIZONA(USA),Single Location,$0,36740000,,(602) 966-1366,
CORRENT CORPORATION,,ARIZONA(USA),Single Location,$0,36740000,,(480) 215-5284,
"COTE COMPUTERS OF ARIZONA, INC.",,ARIZONA(USA),Single Location,$0,36740201,,(480) 991-7811,
CRESTWOOD DISTRIBUTORS,,ARIZONA(USA),Single Location,$0,36749910,,(602) 948-9676,
CRYCO QUARTZ,,ARIZONA(USA),Single Location,$0,36790403,,(602) 431-9211,
CSI TECHNOLOGIES INC,,ARIZONA(USA),Single Location,$0,36720000,,(480) 967-7090,
CTC ENGINEERING CORP,,ARIZONA(USA),Single Location,$0,36740100,,(602) 244-2622,
"CTI TECHNOLOGIES, INC.",,ARIZONA(USA),Single Location,$0,36790100,,(602) 581-5330,
CUSTOM CIRCUITS INCORPORATED,,ARIZONA(USA),Single Location,$0,36720000,,(602) 268-0765,
CUSTOM CIRCUITS MARKETING,,ARIZONA(USA),Single Location,$0,36790100,,(602) 730-1966,
CUSTOM CIRCUITS MARKETING,,ARIZONA(USA),Single Location,$0,36790100,,(602) 892-2500,
CYBEX MANUFACTURING INC,,ARIZONA(USA),Single Location,$0,36740000,,(602) 892-7466,
CYBOREX LABORATORIES INC,,ARIZONA(USA),Single Location,$0,36740000,,(602) 273-6113,
D C ELECTRONICS INC,,ARIZONA(USA),Single Location,$0,36710101,,(520) 622-8132,
D&D DESIGN,,ARIZONA(USA),Single Location,$0,36729901,,(928) 772-0842,
DALTON CORP,,ARIZONA(USA),Single Location,$0,36779903,,(602) 278-5224,
DATACON NORTH AMERICA INC,,ARIZONA(USA),Single Location,$0,36740000,,(480) 497-6404,
DATEST CORPORATION,,ARIZONA(USA),Single Location,$0,36720000,,(623) 825-3272,
DAVID L ANDERSON,,ARIZONA(USA),Single Location,$0,36790100,,,
DEGROFF MNFG SERVICE,,ARIZONA(USA),Single Location,$0,36780000,,(602) 878-9336,
DELL MANUFACTURING,,ARIZONA(USA),Single Location,$0,36720000,,(602) 979-2659,
DELTA PRODUCTS CORPORATION,,ARIZONA(USA),Single Location,$0,36790500,,(520) 294-8400,
DESIGN CIRCUITS WEST,,ARIZONA(USA),Single Location,$0,36790100,,(480) 855-1100,
DIVERSIFIED CONSULTING ENTERPRISES INC,,ARIZONA(USA),Single Location,$0,36790100,,(602) 966-6201,
DIVERSIFIED ELECTRONIC SERVICES,,ARIZONA(USA),Single Location,$0,36720000,,(480) 926-9461,
DMM SYSTEMS INC,,ARIZONA(USA),Single Location,$0,36720000,,(480) 926-4120,
DOUGLAS COX,,ARIZONA(USA),Single Location,$0,36790100,,(602) 759-7447,
DS SOLAEC TEK INC,,ARIZONA(USA),Single Location,$0,36790000,,(480) 964-6906,
"DUCOMMUN LABARGE TECHNOLOGIES, INC.",,ARIZONA(USA),Branch,$0,36799905,,(480) 998-0733,
"DUCOMMUN TECHNOLOGIES, INC",,ARIZONA(USA),Branch,$0,36799905,,,
"DYNAMEM, INC.",,ARIZONA(USA),Single Location,$0,36780000,WWW.INTER-CONNECTING.COM,(480) 460-4644,
"DYNAMEM, INC.",,ARIZONA(USA),Single Location,$0,36740204,,(480) 968-2000,
DYNAMIC ELECTRONICS,,ARIZONA(USA),Single Location,$0,36790000,,(480) 217-8987,
DYNAWAVE,,ARIZONA(USA),Single Location,$0,36790000,,(480) 615-5742,
E M M SEMI INC,,ARIZONA(USA),Single Location,$0,36740204,,,
E S H DESIGN CENTER,,ARIZONA(USA),Single Location,$0,36720000,,(602) 414-0993,
E-WASTE HARVESTERS INC,,ARIZONA(USA),Single Location,$0,36790100,WWW.E-WASTEHARVESTERS.COM,(602) 476-7533,
ECO TECHNOLOGIES INC,,ARIZONA(USA),Single Location,$0,36779903,,(928) 527-4815,
ECODIRECT INC.,,ARIZONA(USA),Single Location,$0,36740306,,(760) 597-0498,
EDWARDS SCOTT ELECTRONICS INC,,ARIZONA(USA),Single Location,$0,36799908,WWW.SEETRON.COM,(520) 459-4802,
ELAPTEC INCORPORATED,,ARIZONA(USA),Single Location,$0,36790303,,(602) 503-2330,
"ELCON TECHNOLOGY, INC",,ARIZONA(USA),Single Location,$0,36740200,,(602) 569-0191,
"ELECTRICON RESOURCES, INC.",,ARIZONA(USA),Single Location,$0,36740000,,(602) 279-6000,
ELECTRO COMPONENTES MEXICANA,,ARIZONA(USA),Single Location,$0,36790100,,(520) 364-4450,
ELECTRONIC ASSEMBLY SOLUTIONS INC,,ARIZONA(USA),Single Location,$0,36780000,,(602) 897-7741,
ELECTRONIC CIRCUITRY MANUFACTURING CORPORATION,,ARIZONA(USA),Single Location,$0,36790100,,(602) 894-6993,
"ELECTRONIC COMPONENTS & SYSTEMS, INC",,ARIZONA(USA),Single Location,$0,36720000,,(520) 623-8885,
ELECTRONIC DESIGNS INC,,ARIZONA(USA),Single Location,$0,36740000,,,
"ELECTRONIC DESIGNS, INC",,ARIZONA(USA),Single Location,$0,36740203,,(602) 840-0004,
ELECTRONIC PACKAGING AND INTERCONNECT CORP,,ARIZONA(USA),Single Location,$0,36740200,,(602) 306-1044,
ELECTRONIC TECHNOLOGIES INC,,ARIZONA(USA),Single Location,$0,36790000,,(602) 484-7071,
ELLIOT CORPORATION,,ARIZONA(USA),Single Location,$0,36790300,,(602) 753-8751,
ELPAC ELECTRONICS INC,,ARIZONA(USA),Single Location,$0,36790303,,(520) 219-4069,
EMCON PRINTED CIRCUITS,,ARIZONA(USA),Single Location,$0,36720000,,(602) 483-2464,
EMCON PRINTED CIRCUITS,,ARIZONA(USA),Single Location,$0,36729901,,(602) 894-0826,
EMTEQ LLC,,ARIZONA(USA),Branch,$0,36799905,WWW.FLIGHTCOMPONENTS.COM,,
EMULEX CORPORATION,,ARIZONA(USA),Single Location,$0,36740000,WWW.BROADCOM.COM,(480) 883-7225,
ENERTROL DIVISION F W S ASSOCIATES INC,,ARIZONA(USA),Single Location,$0,36750000,,(602) 998-2945,
ENGINEERING DESIGN & RESEARCH,,ARIZONA(USA),Single Location,$0,36790000,,(602) 570-6864,
ENSAMBLADERA INTERNACIONAL INC,,ARIZONA(USA),Single Location,$0,36790100,,(520) 281-9149,
"ENTEGRIS PROFESSIONAL SOLUTIONS, INC.",,ARIZONA(USA),Branch,$0,36740000,WWW.ENTEGRIS.COM,(480) 297-6353,
"ENTEGRIS, INC.",,ARIZONA(USA),Branch,$0,36740000,WWW.ENTEGRIS.COM,,
"ENTEGRIS, INC.",,ARIZONA(USA),Branch,$0,36740000,WWW.ENTEGRIS.COM,(480) 753-6535,
ENVIRO METALS RECYCLING CO,,ARIZONA(USA),Single Location,$0,36720000,,(480) 894-5560,
EPITRONICS CORPORATION,,ARIZONA(USA),Single Location,$0,36740000,,(623) 581-3663,
EPITRONICS CORPORATION,,ARIZONA(USA),Single Location,$0,36740000,,(480) 668-4000,
"EQI/ELECTRO-QUAL, INC",,ARIZONA(USA),Single Location,$0,36720000,,(602) 253-4540,
ERSKINE INDUSTRIES,,ARIZONA(USA),Single Location,$0,36790100,,,
ESOTERIC AUDIO U S A INC,,ARIZONA(USA),Single Location,$0,36790100,,(480) 367-0437,
EVERTS ENTERPRISES INC,,ARIZONA(USA),Single Location,$0,36740000,,(480) 831-5500,
EVERYTHING FOR BATTERIES,,ARIZONA(USA),Single Location,$0,36780000,,(623) 581-5933,
EXCEL TECHNOLOGIES INC,,ARIZONA(USA),Single Location,$0,36720000,,(520) 696-1786,
"EXSIL, INC.",,ARIZONA(USA),Single Location,$0,36749909,,(928) 771-8900,
F M INDUSTRIES,,ARIZONA(USA),Single Location,$0,36740000,,(602) 333-7539,
FAIRCHILD SEMICONDUCTOR,,ARIZONA(USA),Single Location,$0,36740200,,,
FAIRCHILD SEMICONDUCTOR CORPORATION,,ARIZONA(USA),Single Location,$0,36740000,WWW.ONSEMI.COM,(480) 967-7171,
FCI AMERICAS INC,,ARIZONA(USA),Single Location,$0,36780000,,(623) 434-5464,
FEI CO,,ARIZONA(USA),Single Location,$0,36740000,,(480) 775-4681,
FILIP IOAN,,ARIZONA(USA),Single Location,$0,36790300,,(602) 544-1005,
FINE DETAILS CAR CARE,,ARIZONA(USA),Single Location,$0,36740000,,(520) 790-4249,
FLEX 2 CHIP,,ARIZONA(USA),Single Location,$0,36720000,,(480) 704-0140,
FLEXCON CIRCUITS LLC,,ARIZONA(USA),Single Location,$0,36790100,,,
"FLIPCHIP INTERNATIONAL, LLC",,ARIZONA(USA),Single Location,$0,36740213,WWW.FLIPCHIP.COM,(602) 431-6020,
FOUNTAIN VALLEY INSTRUMENTS INC,,ARIZONA(USA),Single Location,$0,36790100,,(480) 837-3599,
FREDRICK OUELLETTE,,ARIZONA(USA),Single Location,$0,36720000,,(928) 772-0849,
"FREESCALE SEMICONDUCTOR, INC.",,ARIZONA(USA),Single Location,$0,36740000,,(480) 814-4831,
"FREESCALE SEMICONDUCTOR, INC.",,ARIZONA(USA),Single Location,$0,36740000,,(480) 413-8826,
"FREESCALE SEMICONDUCTOR, INC.",,ARIZONA(USA),Single Location,$0,36740208,,(480) 768-2140,
"FREESCALE SEMICONDUCTOR, INC.",,ARIZONA(USA),Single Location,$0,36740000,,,
"FREESCALE SEMICONDUCTOR, INC.",,ARIZONA(USA),Single Location,$0,36740000,,,
"FREESCALE SEMICONDUCTOR, INC.",,ARIZONA(USA),Single Location,$0,36740000,,,
"FREESCALE SEMICONDUCTOR, INC.",,ARIZONA(USA),Single Location,$0,36740000,,,
"FREESCALE SEMICONDUCTOR, INC.",,ARIZONA(USA),Single Location,$0,36740000,,(602) 244-4855,
FRONTLINE SALES & MARKETING INC,,ARIZONA(USA),Single Location,$0,36790000,,(480) 827-8884,
FURTURE QUARTZ INC,,ARIZONA(USA),Single Location,$0,36740000,,(602) 926-8353,
GALTECH SEMICONDUCTOR MATERIALS CORPORATION,,ARIZONA(USA),Single Location,$0,36740000,,(602) 835-5388,
GARRON POWER CORPORATION,,ARIZONA(USA),Single Location,$0,36790300,,(480) 497-1131,
GARY L CLIFFORD,,ARIZONA(USA),Single Location,$0,36790100,,(520) 296-2239,
GB SYSTEMS,,ARIZONA(USA),Single Location,$0,36790000,,(480) 949-0319,
"GEC, INC.",,ARIZONA(USA),Single Location,$0,36740213,,(480) 966-4884,
GEN DIGITAL INC.,,ARIZONA(USA),Branch,$0,36740000,WWW.NORTONLIFELOCK.COM,,
GENERAL SEMI CONDUCTOR IND,,ARIZONA(USA),Single Location,$0,36740000,,(602) 634-2334,
"GENERAL SEMICONDUCTOR INDUSTRIES, INC.",,ARIZONA(USA),Single Location,$0,36740000,,(602) 968-3101,
GENUITY INC,,ARIZONA(USA),Single Location,$0,36740200,,(520) 417-1060,
GLOBAL COMMUNICATION TECHNOLOGY LLC,,ARIZONA(USA),Single Location,$0,36740213,,(480) 460-3119,
GLOBAL DISPENSE TECHNOLOGY INC,,ARIZONA(USA),Single Location,$0,36740000,,(480) 889-1395,
GLOBAL ENERGY SOLUTIONS INC,,ARIZONA(USA),Single Location,$0,36740000,,(520) 546-6313,
GLOBAL SOLAR ENERGY INC,,ARIZONA(USA),Single Location,$0,36740000,,(520) 519-2600,
GLOBAL SOLAR ENERGY LLC,,ARIZONA(USA),Single Location,$0,36740000,,(520) 546-6313,
"GLOBAL SOLAR ENERGY, INC.",,ARIZONA(USA),Single Location,$0,36740000,,(520) 546-6313,
GREAT WALL SEMICONDUCTOR CORPORATION,,ARIZONA(USA),Single Location,$0,36740000,WWW.GREATWALLSEMI.COM,(602) 288-5870,
"GREEN ENERGY CONSERVATION TECHNOLOGIES, INC",,ARIZONA(USA),Single Location,$0,36740103,WWW.GREENECT.COM,(480) 336-2330,
"GRIFFITH ENTERPRISES, INC.",,ARIZONA(USA),Single Location,$0,36799905,WWW.BORISCH.COM,(520) 634-3685,
GTE PRODUCTS CORPORATION DEL (INC),,ARIZONA(USA),Single Location,$0,36740000,,,
"GWS TECHNOLOGIES, INC.",,ARIZONA(USA),Single Location,$0,36740306,WWW.GREENWINDSOLAR.COM,(480) 619-4747,
"H E I, INC",,ARIZONA(USA),Single Location,$0,36740202,,(520) 618-4309,
H E MICROWAVE LLC,,ARIZONA(USA),Single Location,$0,36790100,,(520) 806-8800,
HADCO CORPORATION,,ARIZONA(USA),Branch,$0,36720000,,,
HALL-MARK ELECTRONICS CORPORATION,,ARIZONA(USA),Single Location,$0,36790000,,,
HAMILTON SUNDSTRAND CORPORATION,,ARIZONA(USA),Branch,$0,36790100,WWW.COLLINSAEROSPACE.COM,(602) 462-2600,
HARDY MANUFACTURING CORPORATION,,ARIZONA(USA),Single Location,$0,36729901,,(480) 829-1779,
HARRIS TECHNICAL SALES IN,,ARIZONA(USA),Single Location,$0,36740000,,(602) 829-6663,
"HEI, INC.",,ARIZONA(USA),Single Location,$0,36729901,,(480) 968-1100,
HIROY ELECTRONICS INC,,ARIZONA(USA),Single Location,$0,36720000,,(480) 967-3910,
"HOPI INDUSTRIES, INC",,ARIZONA(USA),Single Location,$0,36790000,,,
HOPPER ELECTRONICS CO,,ARIZONA(USA),Single Location,$0,36790100,,(602) 870-3093,
HORIBA INSTRUMENTS INCORPORATED,,ARIZONA(USA),Single Location,$0,36790400,,(480) 967-2283,
HUBER & SUHNER INTEGRATIONS INC,,ARIZONA(USA),Single Location,$0,36799905,,(480) 539-1537,
HUGHES AIRCRAFT COMPANY,,ARIZONA(USA),Single Location,$0,36790100,,(520) 794-3000,
"HUTCHENS, WAYNE FREDRICK & DEBRA SUE",,ARIZONA(USA),Single Location,$0,36790300,,(623) 582-2747,
"HUTRONIX, INC",,ARIZONA(USA),Single Location,$0,36799905,,(520) 741-1737,
"HUTRONIX, INC",,ARIZONA(USA),Single Location,$0,36799905,,(602) 790-5348,
HVE ENGINEERING INC,,ARIZONA(USA),Single Location,$0,36720000,,(408) 376-2250,
"HYBRIDYNE, INC",,ARIZONA(USA),Single Location,$0,36740200,,(520) 629-0001,
"HYO SEOUNG AMERICA, INC",,ARIZONA(USA),Single Location,$0,36790100,,(520) 539-0026,
I D T,,ARIZONA(USA),Single Location,$0,36740000,,(602) 249-4605,
I O INC,,ARIZONA(USA),Single Location,$0,36720000,,(520) 690-1709,
ILLUMINOLOGY PRODUCTIONS LLC,,ARIZONA(USA),Single Location,$0,36790300,,,
"IMPLANT TECHNOLOGY CENTER, INC",,ARIZONA(USA),Single Location,$0,36740211,,(602) 967-3305,
INDUSTRIAL MONITOR PRODUCTS INC,,ARIZONA(USA),Single Location,$0,36720000,,(602) 937-2943,
INFICON INC,,ARIZONA(USA),Single Location,$0,36799905,,(480) 497-4664,
INFINEON TECHNOLOGIES AMERICAS CORP.,,ARIZONA(USA),Branch,$0,36740200,WWW-BLUE.INFINEON.COM,(480) 627-5700,
INFINEON TECHNOLOGIES AMERICAS CORP.,,ARIZONA(USA),Branch,$0,36740000,WWW-BLUE.INFINEON.COM,,
INFINEON TECHNOLOGIES AMERICAS CORP.,,ARIZONA(USA),Branch,$0,36740000,WWW-BLUE.INFINEON.COM,(480) 655-7701,
"INFINITE SUPPLY, LLC",,ARIZONA(USA),Branch,$0,36790100,WWW.INFINITE-SUPPLY.COM,(480) 241-1345,
INNERQUARTZ INC,,ARIZONA(USA),Single Location,$0,36740000,,(480) 736-9660,
"INNERSTEP, B.S.E.",,ARIZONA(USA),Single Location,$0,36720000,,(480) 897-1600,
"INNOVATIVE PRINTED CIRCUITS, INC",,ARIZONA(USA),Single Location,$0,36720000,,(602) 784-1633,
"INNOVATIVE PRINTED CIRCUITS, INC",,ARIZONA(USA),Single Location,$0,36720000,,(602) 784-1633,
"INNOVATIVE TECHNICAL SOLUTIONS, INC.",,ARIZONA(USA),Single Location,$0,36779904,,(520) 290-9761,
INNOVEX INC.,,ARIZONA(USA),Single Location,$0,36790000,,(602) 750-7648,
"INNOVEX, INC",,ARIZONA(USA),Single Location,$0,36790100,,(480) 963-4584,
INNOVION LLC,,ARIZONA(USA),Single Location,$0,36740000,WWW.II-VI.COM,(480) 763-7000,
INTEGRATED TEST SOLUTIONS,,ARIZONA(USA),Single Location,$0,36740204,,(928) 854-4020,
INTEGRICON ENTERPRISES INC,,ARIZONA(USA),Single Location,$0,36710000,,(602) 345-1403,
INTEL CLUBHOUSE,,ARIZONA(USA),Single Location,$0,36740207,,(520) 879-5875,
INTEL CORPORATION,,ARIZONA(USA),Branch,$0,36740207,WWW.INTEL.COM,(480) 554-8080,
INTEL CORPORATION,,ARIZONA(USA),Branch,$0,36740207,WWW.INTEL.COM,,
INTEL CORPORATION,,ARIZONA(USA),Branch,$0,36740207,WWW.INTEL.COM,(480) 554-3187,
INTER-SPECTRA DEVELOPMENTS INC,,ARIZONA(USA),Single Location,$0,36740401,,(520) 571-0721,
"INTERFACE DATA SYSTEMS, INC.",,ARIZONA(USA),Single Location,$0,36790500,,(602) 437-1520,
INTERLEC TECHNOLOGY,,ARIZONA(USA),Single Location,$0,36720000,,(602) 957-4887,
"INTERNATIONAL ASSEMBLERS, INC",,ARIZONA(USA),Single Location,$0,36790100,WWW.INTERNATIONALASSEMBLERS.COM,(520) 648-2244,
INTERNATIONAL BUSINESS MACHINES CORPORATION,,ARIZONA(USA),Branch,$0,36740000,WWW.IBM.COM,(800) 656-0833,
INTERNATIONAL PHOTOVOLTAIC,,ARIZONA(USA),Single Location,$0,36740305,,(520) 855-0023,
INVITROGEN CORPORATION,,ARIZONA(USA),Single Location,$0,36740200,,(520) 744-6606,
ISO TRONICS INC,,ARIZONA(USA),Single Location,$0,36790000,,(602) 224-0280,
ISOLA USA CORP.,,ARIZONA(USA),Single Location,$0,36720000,WWW.ISOLA-GROUP.COM,(480) 963-0022,
ISOLA USA CORP.,,ARIZONA(USA),Single Location,$0,36720000,WWW.ISOLA-GROUP.COM,(480) 981-2090,
ITT INDUSTRIES CANNON,,ARIZONA(USA),Single Location,$0,36790000,,(928) 777-8376,
J H RHODES COMPANY INC.,,ARIZONA(USA),Single Location,$0,36740000,,(602) 748-1310,
J K J ENTERPRISES,,ARIZONA(USA),Single Location,$0,36740000,,(602) 921-2090,
J R CONWELL CORPORATION,,ARIZONA(USA),Single Location,$0,36740211,,(520) 574-7165,
J R ENTEPRISES INC,,ARIZONA(USA),Single Location,$0,36790100,,(928) 472-9586,
J R GLOBAL ENTERPRISES INC,,ARIZONA(USA),Single Location,$0,36790100,,(928) 468-0100,
"J.A. INDUSTRIES, INC.",,ARIZONA(USA),Single Location,$0,36799905,,(520) 573-3912,
"JABIL CIRCUIT, INC.",,ARIZONA(USA),Single Location,$0,36720000,,(480) 968-6790,
